Id;From-User;To-User;Text
1657349680018391041;smolguy91;aldapstsr;"@aldapstsr Worth top up buat ilangin ongkir tp tricky buat dapet diskon ya Grab

Worth buat yg nyari banyak potongan ongkir tp agak tricky buat diskon minimal pembelian ya Gojek

Worth buat nyari diskon buat makan 1 org tp tricky masalah ongkir ya Shopee

Sekian komparasi saya, terimagaji"
1657335534208040960;??;;Sekarang lagi pake grab, kalo gaada diskon, masih bisa pake gratong + biaya layanannya paling murah?? https://t.co/mTJD7woiz4
1657332031259545605;vii;kiranaazy;@kiranaazy real mayyy???? kadang murahan sopifud kalo gacoan, tp overall grab menang soalnya sering ada diskon ntah itu 20% ato 35%
1657329027798159360;via??;veeiiyya;apalagi klo bareng” di asrama “lu cek di go lu di grab gue di shopee” trs pilih yg paling murah dan diskon gede??
1657318744765632512;??;;-- SERIUSAN MO NANGIS BANGET NGIDAM BANGET PEMPEK PALEMBANG BENERAN TAPI DI GRAB FOOD GA ADA DISKON ????????????
1657315503793377281;Grab Indonesia;SputraRafy;"@SputraRafy Biar makin asik makan barengnya langsung pesen GrabFood trus pake fitur Group Order aja Kak?? Bisa bebas seenaknya pilih masing2 dan juga ada diskon s/d Rp150rb. Klik langsung di sini ya????-Budi   
https://t.co/8Zxmd95Xyu"
1657315440438435841;Grab Indonesia;sedaishooky;"@sedaishooky Ga usah bingung, kalo mau makan bareng langsung pesan di GrabFood aja trus pake fitur Group Order Kak. Selain banyak pilihan, ada diskon s/d Rp150rb, juga gausah repot2 muterin HP nanyain satu-satu mau makan apa hehe. Klik langsung di sini ya????-Budi
https://t.co/8Zxmd95Xyu"
1657315358074867713;Grab Indonesia;emergencypIace;"@emergencypIace Kak, kalo mau makan bareng keluarga, pake fitur Group Order di GrabFood aja. Bisa bebas seenaknya pilih masing2, apalagi ada diskon s/d Rp150rb ?? Klik langsung di sini ya ???? - Budi
https://t.co/8Zxmd95Xyu"
1657315281705013248;Grab Indonesia;supirHAEWON;"@supirHAEWON Tambah asik makan barengnya langsung pesen GrabFood trus pake fitur Group Order aja Kak?? Bisa bebas seenaknya pilih masing2 dan ada diskon s/d Rp150rb. Klik langsung di sini ya????-Budi  
https://t.co/8Zxmd95Xyu"
1657315198905257991;Grab Indonesia;lakiharum;"@lakiharum Makin seru makan bareng tetangga kosan, pesen GrabFood trus pake fitur Group Order aja Kak?? Bisa bebas seenaknya pilih masing2 dan ada diskon s/d Rp150rb. Klik langsung di sini ya????-Budi 
https://t.co/8Zxmd95Xyu"
1657315101693845505;Grab Indonesia;breathlesspoet;"@breathlesspoet Nah pas banget nanti bisa info mama, pesan makan  pake fitur Group Order di GrabFood aja Kak, banyak pilihan nya. Apalagi ada diskon s/d Rp150rb, gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh hehe. Klik langsung di sini ya????-Mawar
https://t.co/8Zxmd95Xyu"
1657315009742123008;Grab Indonesia;marxxdie;"@marxxdie Nah pas banget nanti, pesan makan nya bareng aja pake fitur Group Order di GrabFood aja Kak, banyak pilihan nya. Apalagi ada diskon s/d Rp150rb, gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh hehe. Klik langsung di sini ya????-Mawar
https://t.co/8Zxmd95Xyu"
1657314937335873537;Grab Indonesia;cokataya;@cokataya Mau traktir makanan enak, pesen pake Group Order di GrabFood aja Kak?? pesen barengan bebas seenaknya pilihnya masing-masing! Mumpung ada diskon s/d Rp150rb nih ??. Langsung pesen di sini ya????-Mawar https://t.co/8Zxmd95Xyu
1657314875469869058;Grab Indonesia;CasshavaChip;@CasshavaChip Mau traktir makanan enak, pesen pake Group Order di GrabFood aja Kak?? pesen ramean bebas seenaknya pilihnya masing-masing! Mumpung ada diskon s/d Rp150rb nih ??. Langsung pesen di sini ya????-Mawar https://t.co/8Zxmd95Xyu
1657314776870195202;Grab Indonesia;biggalaxyy;@biggalaxyy Wah pas banget nih, pake fitur Group Order di GrabFood aja Kak?? Bisa bebas seenaknya pilih masing2. Apalagi ada diskon s/d Rp150rb, gausah repot2 muterin HP nanyain satu-satu mau jajan apa deh xixi. Klik langsung di sini ya????-Mawar https://t.co/8Zxmd95Xyu
1657305101068038144;Mbak Herrr ??;masharena_;@masharena_ Udah ga dapet diskon di Grab nya wkwk percumaaaa ???? Mana service charge nya gede wkwk belom annualnya, hhh capee
1657272563725377537;jinnikii;;grab food gaada diskon kah????
1657198211466158080;Hent Veargo;;RT @smartfrenworld: Ramadan seru! Beli paket data bisa dapet diskon hingga 10rb. Waduh tunggu apalagi?? Yuk deh beli sekarang! ???? https://t…
